10										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1806	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4407	0.3052	0	0	0	0	0	0	0	0
Pop.d_____	0.5024	0.3489	0.2638	0	0	0	0	0	0	0
Pop.e_____	0.5717	0.3714	0.3062	0.322	0	0	0	0	0	0
Pop.f_____	0.3766	0.3469	0.406	0.4233	0.4704	0	0	0	0	0
Pop.g_____	0.5526	0.4972	0.5042	0.5053	0.6594	0.3294	0	0	0	0
Pop.h_____	0.4548	0.4053	0.4572	0.465	0.546	0.2846	0.3093	0	0	0
Pop.i_____	0.4605	0.3841	0.4326	0.4439	0.5365	0.2739	0.2789	0.1979	0	0
Pop.j_____	0.4794	0.4278	0.4517	0.4133	0.5225	0.2909	0.3398	0.179	0.1981	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2199	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4293	0.33	0	0	0	0	0	0	0	0
Pop.d_____	0.4594	0.3225	0.2219	0	0	0	0	0	0	0
Pop.e_____	0.5612	0.4495	0.35	0.3827	0	0	0	0	0	0
Pop.f_____	0.3024	0.2807	0.3611	0.3713	0.4561	0	0	0	0	0
Pop.g_____	0.3771	0.411	0.43	0.4361	0.5548	0.3207	0	0	0	0
Pop.h_____	0.269	0.2345	0.3177	0.3043	0.4052	0.1815	0.2185	0	0	0
Pop.i_____	0.3298	0.2834	0.3768	0.3602	0.4153	0.2401	0.2771	0.1567	0	0
Pop.j_____	0.3624	0.3844	0.3974	0.4126	0.4786	0.3052	0.2751	0.1746	0.2161	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1544	0	0	0	0	0	0	0	0	0
Pop.c_____	0.3914	0.3411	0	0	0	0	0	0	0	0
Pop.d_____	0.4491	0.3445	0.1761	0	0	0	0	0	0	0
Pop.e_____	0.5551	0.4666	0.3227	0.3057	0	0	0	0	0	0
Pop.f_____	0.3127	0.2656	0.3612	0.385	0.41	0	0	0	0	0
Pop.g_____	0.3571	0.3674	0.3693	0.4241	0.5633	0.3189	0	0	0	0
Pop.h_____	0.3793	0.3525	0.4235	0.4395	0.4934	0.3044	0.336	0	0	0
Pop.i_____	0.292	0.2602	0.3564	0.3594	0.4198	0.2201	0.2986	0.2089	0	0
Pop.j_____	0.4601	0.4442	0.4716	0.4829	0.5474	0.3681	0.3598	0.2703	0.2832	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.148	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4509	0.4073	0	0	0	0	0	0	0	0
Pop.d_____	0.453	0.413	0.1944	0	0	0	0	0	0	0
Pop.e_____	0.4622	0.3615	0.3674	0.3265	0	0	0	0	0	0
Pop.f_____	0.3029	0.3137	0.4132	0.3872	0.4269	0	0	0	0	0
Pop.g_____	0.4542	0.4957	0.3684	0.3473	0.5588	0.2972	0	0	0	0
Pop.h_____	0.3771	0.4003	0.4235	0.4052	0.4729	0.3123	0.3392	0	0	0
Pop.i_____	0.2887	0.2789	0.3436	0.3298	0.402	0.1957	0.2471	0.2178	0	0
Pop.j_____	0.4346	0.4611	0.435	0.3996	0.5269	0.3272	0.2853	0.2427	0.279	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2252	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4591	0.3626	0	0	0	0	0	0	0	0
Pop.d_____	0.4712	0.3204	0.1863	0	0	0	0	0	0	0
Pop.e_____	0.6152	0.4647	0.377	0.3248	0	0	0	0	0	0
Pop.f_____	0.3505	0.2889	0.3775	0.3668	0.4681	0	0	0	0	0
Pop.g_____	0.4046	0.4824	0.5068	0.5135	0.6644	0.3569	0	0	0	0
Pop.h_____	0.3214	0.3039	0.4138	0.3956	0.4978	0.2079	0.3041	0	0	0
Pop.i_____	0.3061	0.3258	0.4257	0.4294	0.5181	0.2741	0.2905	0.1692	0	0
Pop.j_____	0.3367	0.3686	0.4454	0.4371	0.5269	0.2706	0.3239	0.1935	0.1793	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1397	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4182	0.3609	0	0	0	0	0	0	0	0
Pop.d_____	0.4438	0.3486	0.1911	0	0	0	0	0	0	0
Pop.e_____	0.5237	0.4515	0.3602	0.3543	0	0	0	0	0	0
Pop.f_____	0.4099	0.4165	0.4251	0.4467	0.4898	0	0	0	0	0
Pop.g_____	0.4848	0.4658	0.4124	0.4115	0.5286	0.3963	0	0	0	0
Pop.h_____	0.4132	0.3951	0.4055	0.37	0.4098	0.3262	0.2974	0	0	0
Pop.i_____	0.3896	0.3597	0.382	0.3518	0.3704	0.2894	0.2689	0.1503	0	0
Pop.j_____	0.4946	0.4816	0.4572	0.4457	0.5045	0.3903	0.2857	0.2091	0.2156	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2468	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4958	0.3875	0	0	0	0	0	0	0	0
Pop.d_____	0.521	0.3944	0.2398	0	0	0	0	0	0	0
Pop.e_____	0.6015	0.4272	0.345	0.3421	0	0	0	0	0	0
Pop.f_____	0.3338	0.3174	0.3459	0.3714	0.4039	0	0	0	0	0
Pop.g_____	0.5544	0.5089	0.4663	0.4325	0.6302	0.3636	0	0	0	0
Pop.h_____	0.3576	0.3018	0.2987	0.2814	0.3806	0.2171	0.2661	0	0	0
Pop.i_____	0.4131	0.3318	0.3107	0.2905	0.3936	0.2624	0.3043	0.1437	0	0
Pop.j_____	0.4289	0.3892	0.3388	0.3276	0.4399	0.2914	0.3155	0.1883	0.1881	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2116	0	0	0	0	0	0	0	0	0
Pop.c_____	0.3935	0.3259	0	0	0	0	0	0	0	0
Pop.d_____	0.4453	0.3093	0.2259	0	0	0	0	0	0	0
Pop.e_____	0.6091	0.4725	0.3399	0.3289	0	0	0	0	0	0
Pop.f_____	0.329	0.2954	0.3607	0.3846	0.4511	0	0	0	0	0
Pop.g_____	0.4247	0.4667	0.5022	0.4954	0.691	0.3959	0	0	0	0
Pop.h_____	0.3451	0.3284	0.4001	0.4004	0.513	0.2556	0.3203	0	0	0
Pop.i_____	0.285	0.2587	0.3695	0.3729	0.5074	0.2318	0.2791	0.1698	0	0
Pop.j_____	0.3653	0.385	0.4303	0.4472	0.5538	0.3035	0.363	0.1955	0.225	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2343	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4703	0.3608	0	0	0	0	0	0	0	0
Pop.d_____	0.5612	0.4265	0.2504	0	0	0	0	0	0	0
Pop.e_____	0.6488	0.4862	0.3548	0.3502	0	0	0	0	0	0
Pop.f_____	0.3761	0.3555	0.3995	0.4272	0.4679	0	0	0	0	0
Pop.g_____	0.4681	0.468	0.4856	0.4918	0.6691	0.3952	0	0	0	0
Pop.h_____	0.3712	0.337	0.3757	0.3686	0.4686	0.2246	0.2482	0	0	0
Pop.i_____	0.4281	0.383	0.3946	0.3855	0.5037	0.2447	0.2729	0.1719	0	0
Pop.j_____	0.4493	0.4541	0.4465	0.4393	0.5657	0.304	0.329	0.176	0.1905	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2215	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4043	0.3061	0	0	0	0	0	0	0	0
Pop.d_____	0.3994	0.2379	0.1929	0	0	0	0	0	0	0
Pop.e_____	0.5766	0.4358	0.3861	0.3444	0	0	0	0	0	0
Pop.f_____	0.381	0.3019	0.4327	0.4125	0.5236	0	0	0	0	0
Pop.g_____	0.4078	0.4153	0.4121	0.4314	0.5782	0.335	0	0	0	0
Pop.h_____	0.359	0.3085	0.3662	0.3312	0.4294	0.3113	0.298	0	0	0
Pop.i_____	0.361	0.3025	0.3328	0.3226	0.4269	0.292	0.2327	0.1808	0	0
Pop.j_____	0.4135	0.3872	0.4434	0.4303	0.5105	0.3823	0.2997	0.1902	0.2424	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1831	0	0	0	0	0	0	0	0	0
Pop.c_____	0.5364	0.4525	0	0	0	0	0	0	0	0
Pop.d_____	0.5883	0.5017	0.2549	0	0	0	0	0	0	0
Pop.e_____	0.6868	0.5932	0.39	0.3399	0	0	0	0	0	0
Pop.f_____	0.4046	0.3752	0.3125	0.3253	0.3938	0	0	0	0	0
Pop.g_____	0.4819	0.4824	0.4697	0.5205	0.6605	0.3161	0	0	0	0
Pop.h_____	0.3674	0.3565	0.3567	0.3641	0.444	0.1846	0.2717	0	0	0
Pop.i_____	0.4467	0.4359	0.3604	0.3333	0.4276	0.2593	0.3707	0.2179	0	0
Pop.j_____	0.4645	0.471	0.4075	0.4024	0.491	0.2552	0.3479	0.1824	0.2211	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1886	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4081	0.3467	0	0	0	0	0	0	0	0
Pop.d_____	0.5047	0.4247	0.1896	0	0	0	0	0	0	0
Pop.e_____	0.6168	0.5061	0.3533	0.3809	0	0	0	0	0	0
Pop.f_____	0.3818	0.3859	0.3918	0.4288	0.4877	0	0	0	0	0
Pop.g_____	0.3724	0.4679	0.4383	0.4899	0.6403	0.3155	0	0	0	0
Pop.h_____	0.3716	0.4026	0.3844	0.4207	0.5027	0.2821	0.3318	0	0	0
Pop.i_____	0.3104	0.3293	0.3677	0.3972	0.4659	0.2106	0.2521	0.2009	0	0
Pop.j_____	0.3317	0.3796	0.3215	0.3523	0.4473	0.2678	0.2666	0.2191	0.1826	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1895	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4498	0.4115	0	0	0	0	0	0	0	0
Pop.d_____	0.4304	0.3551	0.2434	0	0	0	0	0	0	0
Pop.e_____	0.5128	0.434	0.394	0.3522	0	0	0	0	0	0
Pop.f_____	0.3878	0.3698	0.4862	0.451	0.4891	0	0	0	0	0
Pop.g_____	0.4739	0.5038	0.4636	0.455	0.5901	0.3178	0	0	0	0
Pop.h_____	0.3142	0.3096	0.4028	0.3609	0.4528	0.2104	0.2599	0	0	0
Pop.i_____	0.371	0.3301	0.4141	0.3652	0.4473	0.2302	0.3379	0.1716	0	0
Pop.j_____	0.4034	0.4196	0.4718	0.4325	0.5323	0.3129	0.3441	0.1721	0.2095	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4593	0.4058	0	0	0	0	0	0	0	0
Pop.d_____	0.5806	0.5048	0.2303	0	0	0	0	0	0	0
Pop.e_____	0.6364	0.5494	0.3439	0.4209	0	0	0	0	0	0
Pop.f_____	0.428	0.3823	0.426	0.4681	0.5069	0	0	0	0	0
Pop.g_____	0.371	0.4465	0.4506	0.5226	0.6157	0.3296	0	0	0	0
Pop.h_____	0.4059	0.3872	0.3935	0.4372	0.4924	0.2604	0.2967	0	0	0
Pop.i_____	0.3981	0.3864	0.3925	0.4072	0.4404	0.1919	0.2898	0.1585	0	0
Pop.j_____	0.4216	0.4412	0.4055	0.4371	0.5023	0.2931	0.2719	0.2132	0.171	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2126	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4084	0.2727	0	0	0	0	0	0	0	0
Pop.d_____	0.5031	0.3426	0.1519	0	0	0	0	0	0	0
Pop.e_____	0.6014	0.444	0.277	0.2795	0	0	0	0	0	0
Pop.f_____	0.3572	0.3569	0.369	0.396	0.4774	0	0	0	0	0
Pop.g_____	0.4347	0.4731	0.4712	0.4998	0.6197	0.3302	0	0	0	0
Pop.h_____	0.3573	0.3496	0.3728	0.3928	0.4686	0.2151	0.2537	0	0	0
Pop.i_____	0.3559	0.3493	0.3697	0.3648	0.457	0.2056	0.2703	0.1614	0	0
Pop.j_____	0.4288	0.4529	0.4447	0.468	0.5318	0.3163	0.3282	0.1913	0.2111	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1112	0	0	0	0	0	0	0	0	0
Pop.c_____	0.3881	0.3716	0	0	0	0	0	0	0	0
Pop.d_____	0.5039	0.4719	0.2555	0	0	0	0	0	0	0
Pop.e_____	0.523	0.4514	0.3219	0.389	0	0	0	0	0	0
Pop.f_____	0.419	0.3875	0.4448	0.4825	0.4631	0	0	0	0	0
Pop.g_____	0.4779	0.4633	0.424	0.4711	0.6085	0.3926	0	0	0	0
Pop.h_____	0.305	0.2771	0.2965	0.3245	0.3638	0.2818	0.2944	0	0	0
Pop.i_____	0.369	0.3199	0.3243	0.297	0.3187	0.1983	0.3381	0.1577	0	0
Pop.j_____	0.3754	0.3756	0.3035	0.3178	0.4094	0.3202	0.3159	0.1635	0.1516	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2255	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4102	0.3457	0	0	0	0	0	0	0	0
Pop.d_____	0.4758	0.4125	0.1785	0	0	0	0	0	0	0
Pop.e_____	0.5721	0.4731	0.3859	0.3901	0	0	0	0	0	0
Pop.f_____	0.3442	0.3717	0.427	0.4454	0.5085	0	0	0	0	0
Pop.g_____	0.4041	0.4943	0.4145	0.4381	0.5964	0.3144	0	0	0	0
Pop.h_____	0.2816	0.3242	0.3457	0.3451	0.4389	0.1971	0.2261	0	0	0
Pop.i_____	0.3486	0.3658	0.3725	0.3732	0.4401	0.2425	0.2954	0.1688	0	0
Pop.j_____	0.3573	0.4134	0.3879	0.3877	0.4985	0.2727	0.2789	0.1877	0.1743	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1918	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4573	0.3909	0	0	0	0	0	0	0	0
Pop.d_____	0.4729	0.373	0.2235	0	0	0	0	0	0	0
Pop.e_____	0.5488	0.4616	0.3699	0.3647	0	0	0	0	0	0
Pop.f_____	0.4243	0.3888	0.4372	0.4239	0.4491	0	0	0	0	0
Pop.g_____	0.5064	0.4567	0.4257	0.3561	0.5374	0.4444	0	0	0	0
Pop.h_____	0.4109	0.3695	0.3835	0.3496	0.4043	0.2885	0.2749	0	0	0
Pop.i_____	0.4451	0.3902	0.378	0.3424	0.4178	0.3131	0.271	0.1882	0	0
Pop.j_____	0.4864	0.4522	0.431	0.391	0.443	0.3621	0.3162	0.1781	0.2241	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1958	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4426	0.4033	0	0	0	0	0	0	0	0
Pop.d_____	0.4894	0.4364	0.1846	0	0	0	0	0	0	0
Pop.e_____	0.6452	0.5751	0.4051	0.3472	0	0	0	0	0	0
Pop.f_____	0.4014	0.3945	0.4225	0.432	0.5567	0	0	0	0	0
Pop.g_____	0.4842	0.5142	0.4615	0.4906	0.6991	0.3384	0	0	0	0
Pop.h_____	0.332	0.3472	0.3603	0.3609	0.5104	0.2163	0.275	0	0	0
Pop.i_____	0.3996	0.3654	0.3728	0.3591	0.492	0.2257	0.3598	0.1604	0	0
Pop.j_____	0.4034	0.431	0.4157	0.4176	0.573	0.2712	0.3621	0.1691	0.1999	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1832	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4295	0.322	0	0	0	0	0	0	0	0
Pop.d_____	0.4783	0.3337	0.1575	0	0	0	0	0	0	0
Pop.e_____	0.6076	0.4447	0.4107	0.3476	0	0	0	0	0	0
Pop.f_____	0.3797	0.3052	0.4303	0.4184	0.4883	0	0	0	0	0
Pop.g_____	0.4394	0.4298	0.4099	0.4438	0.6206	0.2912	0	0	0	0
Pop.h_____	0.3662	0.3308	0.4093	0.4139	0.499	0.2535	0.308	0	0	0
Pop.i_____	0.3543	0.3025	0.3628	0.3834	0.4759	0.2236	0.2257	0.1616	0	0
Pop.j_____	0.3947	0.3832	0.46	0.4572	0.5497	0.3015	0.3418	0.2053	0.2174	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1828	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4396	0.3386	0	0	0	0	0	0	0	0
Pop.d_____	0.4881	0.3697	0.2012	0	0	0	0	0	0	0
Pop.e_____	0.5544	0.4166	0.4057	0.3789	0	0	0	0	0	0
Pop.f_____	0.3992	0.3609	0.4854	0.5034	0.5445	0	0	0	0	0
Pop.g_____	0.4293	0.412	0.4039	0.4224	0.5528	0.3833	0	0	0	0
Pop.h_____	0.3368	0.3175	0.3923	0.397	0.4511	0.2935	0.2256	0	0	0
Pop.i_____	0.3975	0.3522	0.4046	0.4301	0.4734	0.2892	0.249	0.191	0	0
Pop.j_____	0.459	0.4451	0.5108	0.5093	0.5701	0.3827	0.308	0.1869	0.2505	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1713	0	0	0	0	0	0	0	0	0
Pop.c_____	0.462	0.4114	0	0	0	0	0	0	0	0
Pop.d_____	0.4589	0.4009	0.2272	0	0	0	0	0	0	0
Pop.e_____	0.5818	0.5046	0.3769	0.3574	0	0	0	0	0	0
Pop.f_____	0.387	0.3795	0.4956	0.4399	0.54	0	0	0	0	0
Pop.g_____	0.4317	0.4418	0.4574	0.403	0.6124	0.4249	0	0	0	0
Pop.h_____	0.3128	0.3061	0.3644	0.2964	0.4528	0.2067	0.2391	0	0	0
Pop.i_____	0.3939	0.376	0.4148	0.3385	0.4836	0.2607	0.3071	0.1674	0	0
Pop.j_____	0.3729	0.3938	0.4027	0.3274	0.4921	0.3022	0.3261	0.1503	0.1758	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2095	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4956	0.3443	0	0	0	0	0	0	0	0
Pop.d_____	0.5526	0.3733	0.2267	0	0	0	0	0	0	0
Pop.e_____	0.644	0.4634	0.3761	0.3221	0	0	0	0	0	0
Pop.f_____	0.3916	0.3139	0.4144	0.4179	0.467	0	0	0	0	0
Pop.g_____	0.458	0.4167	0.4793	0.4992	0.6291	0.3519	0	0	0	0
Pop.h_____	0.3952	0.3394	0.4113	0.4128	0.4823	0.2199	0.2991	0	0	0
Pop.i_____	0.4023	0.3292	0.3915	0.3937	0.4752	0.216	0.2727	0.1226	0	0
Pop.j_____	0.4403	0.4052	0.4563	0.4573	0.5407	0.2946	0.3372	0.2076	0.2269	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2066	0	0	0	0	0	0	0	0	0
Pop.c_____	0.3456	0.31	0	0	0	0	0	0	0	0
Pop.d_____	0.4577	0.3714	0.1915	0	0	0	0	0	0	0
Pop.e_____	0.559	0.4301	0.3336	0.3557	0	0	0	0	0	0
Pop.f_____	0.3351	0.2834	0.3381	0.3938	0.4435	0	0	0	0	0
Pop.g_____	0.4365	0.4942	0.4114	0.4723	0.667	0.4216	0	0	0	0
Pop.h_____	0.3119	0.2972	0.3309	0.3675	0.4645	0.2382	0.3164	0	0	0
Pop.i_____	0.3186	0.2767	0.3568	0.3706	0.4589	0.2305	0.3398	0.1981	0	0
Pop.j_____	0.3694	0.3805	0.3734	0.4062	0.5	0.298	0.3412	0.1816	0.2123	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.1969	0	0	0	0	0	0	0	0	0
Pop.c_____	0.451	0.4246	0	0	0	0	0	0	0	0
Pop.d_____	0.4985	0.4486	0.2118	0	0	0	0	0	0	0
Pop.e_____	0.5878	0.5099	0.3576	0.3394	0	0	0	0	0	0
Pop.f_____	0.3779	0.3358	0.3499	0.3565	0.3691	0	0	0	0	0
Pop.g_____	0.3699	0.4383	0.3262	0.3652	0.5394	0.3318	0	0	0	0
Pop.h_____	0.4029	0.3941	0.3459	0.3504	0.4236	0.231	0.2844	0	0	0
Pop.i_____	0.3828	0.3597	0.3165	0.3319	0.4207	0.2125	0.2533	0.1593	0	0
Pop.j_____	0.453	0.45	0.4055	0.4065	0.4914	0.3027	0.2716	0.2289	0.2399	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2247	0	0	0	0	0	0	0	0	0
Pop.c_____	0.4649	0.3818	0	0	0	0	0	0	0	0
Pop.d_____	0.5244	0.4072	0.1993	0	0	0	0	0	0	0
Pop.e_____	0.6251	0.4759	0.3819	0.3675	0	0	0	0	0	0
Pop.f_____	0.4075	0.3555	0.3916	0.423	0.4571	0	0	0	0	0
Pop.g_____	0.4211	0.4486	0.3792	0.4292	0.6038	0.3639	0	0	0	0
Pop.h_____	0.3731	0.3308	0.3364	0.3461	0.4302	0.2499	0.2709	0	0	0
Pop.i_____	0.4054	0.3542	0.3563	0.3887	0.4629	0.251	0.2611	0.1547	0	0
Pop.j_____	0.4397	0.4208	0.4139	0.4342	0.536	0.3223	0.2668	0.1825	0.2248	0
										
										
10										
Pop.a_____	0	0	0	0	0	0	0	0	0	0
Pop.b_____	0.2229	0	0	0	0	0	0	0	0	0
Pop.c_____	0.5032	0.4454	0	0	0	0	0	0	0	0
Pop.d_____	0.5286	0.44	0.136	0	0	0	0	0	0	0
Pop.e_____	0.6139	0.5217	0.3596	0.3371	0	0	0	0	0	0
Pop.f_____	0.4849	0.4602	0.3841	0.3909	0.429	0	0	0	0	0
Pop.g_____	0.4982	0.5202	0.4189	0.4147	0.5896	0.3759	0	0	0	0
